delivery_date,field_no,contract_no,slip_no,delivery_qty,batch_id
2026-01-20,025-1,1132400030,1,5.0,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-20,025-1,1132400030,2,5.5,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-20,025-1,1132400030,3,5.5,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-20,025-1,1132400030,4,5.5,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-20,025-1,1132400030,5,5.5,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-20,025-1,1132400030,6,5.5,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-20,025-1,1132400030,7,5.5,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-20,025-1,1132400030,8,5.5,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-20,025-1,1132400030,9,5.5,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-20,025-1,1132400030,10,5.5,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-20,025-1,1132400030,11,5.5,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-20,025-1,1132400030,12,5.0,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-20,025-1,1132400030,13,5.0,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-20,025-1,1132400030,14,5.0,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-20,025-1,1132400030,15,5.0,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-20,025-1,1132400030,16,5.0,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-20,025-1,1132400030,17,5.0,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-20,025-1,1132400030,18,5.0,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-20,025-1,1132400030,19,5.0,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-20,025-1,1132400030,20,2.5,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-21,003-1,88100022,1,0.5,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-21,004-1,88100022,1,5.0,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-21,004-1,88100022,2,5.0,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-21,004-1,88100022,3,5.0,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-21,004-1,88100022,4,5.0,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-21,004-1,88100022,5,5.0,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-21,004-1,88100022,6,5.0,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-21,004-1,88100022,7,5.0,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-21,004-1,88100022,8,5.0,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-21,004-1,88100022,9,5.0,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-21,004-1,88100022,10,5.0,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-21,004-1,88100022,11,5.0,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-21,004-1,88100022,12,5.0,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-21,004-1,88100022,13,5.0,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-21,004-1,88100022,14,5.0,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-21,004-1,88100022,15,5.0,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-21,004-1,88100022,16,5.0,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-21,004-1,88100022,17,5.0,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-21,004-1,88100022,18,5.0,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-21,004-1,88100022,19,5.0,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-21,004-1,88100022,20,5.0,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-21,004-1,88100022,21,5.0,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-21,004-1,88100022,22,5.0,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-21,004-1,88100022,23,5.0,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-21,004-1,88100022,24,5.0,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-21,004-1,88100022,25,5.0,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-21,004-1,88100022,26,5.0,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-21,004-1,88100022,27,1.5,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-21,008-1,1132400028,1,5.0,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-21,008-1,1132400028,2,5.5,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-21,008-1,1132400028,3,5.5,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-21,008-1,1132400028,4,5.5,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-21,008-1,1132400028,5,5.5,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-21,008-1,1132400028,6,5.5,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-21,008-1,1132400028,7,5.5,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-21,008-1,1132400028,8,5.5,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-21,008-1,1132400028,9,5.5,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-21,008-1,1132400028,10,5.5,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-21,008-1,1132400028,11,5.5,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-21,008-1,1132400028,12,5.0,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-21,008-1,1132400028,13,5.0,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-21,008-1,1132400028,14,5.0,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-21,008-1,1132400028,15,5.0,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-21,008-1,1132400028,16,5.0,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-21,008-1,1132400028,17,5.0,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-21,008-1,1132400028,18,5.0,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-21,008-1,1132400028,19,5.0,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-21,025-1,900049,1,4.75,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-21,025-1,900049,2,4.75,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-21,025-1,900049,3,4.75,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-21,025-1,900049,4,4.75,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-21,025-1,900049,5,4.75,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-21,025-1,900049,6,4.75,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-21,025-1,900049,7,4.75,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-21,025-1,900049,8,4.75,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-21,025-1,900049,9,4.75,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-21,025-1,900049,10,4.75,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-21,025-1,900049,11,4.75,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-21,025-1,900049,12,4.75,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-21,025-1,900049,13,4.75,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-21,025-1,900049,14,2.0,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-21,026-1,94500021,1,4.75,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-21,026-1,94500021,2,4.75,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-21,026-1,94500021,3,4.75,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-21,026-1,94500021,4,4.75,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-21,026-1,94500021,5,4.75,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-21,026-1,94500021,6,4.75,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-21,026-1,94500021,7,4.75,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-21,026-1,94500021,8,4.75,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-21,026-1,94500021,9,4.75,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-21,026-1,94500021,10,4.75,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-21,026-1,94500021,11,4.75,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-21,026-1,94500021,12,4.75,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-21,026-1,94500021,13,4.75,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-21,026-1,94500021,14,4.75,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-22,001-1,900047,1,0.5,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-22,002-1,900047,1,4.75,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-22,002-1,900047,2,4.75,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-22,002-1,900047,3,4.75,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-22,002-1,900047,4,4.75,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-22,002-1,900047,5,4.75,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-22,002-1,900047,6,4.75,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-22,002-1,900047,7,4.75,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-22,002-1,900047,8,4.75,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-22,002-1,900047,9,4.75,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-22,002-1,900047,10,4.75,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-22,002-1,900047,11,4.75,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-22,002-1,900047,12,4.75,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-22,002-1,900047,13,4.75,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-22,002-1,900047,14,4.75,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-22,002-1,900047,15,4.75,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-22,002-1,900047,16,4.75,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-22,002-1,900047,17,4.75,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-22,002-1,900047,18,4.75,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-22,002-1,900047,19,4.75,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-22,002-1,900047,20,4.75,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-22,002-1,900047,21,4.75,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-22,002-1,900047,22,4.75,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-22,002-1,900047,23,4.75,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-22,002-1,900047,24,4.75,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-22,002-1,900047,25,4.75,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-22,002-1,900047,26,4.75,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-22,002-1,900047,27,4.75,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-22,002-1,900047,28,4.75,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-22,002-1,900047,29,4.75,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-22,002-1,900047,30,4.75,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-22,002-1,900047,31,4.75,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-22,002-1,900047,32,4.75,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-22,002-1,900047,33,4.75,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-22,002-1,900047,34,4.75,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-22,002-1,900047,35,4.75,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-22,002-1,900047,36,4.75,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-22,002-1,900047,37,4.75,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-22,002-1,900047,38,2.5,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-22,003-1,1163300002,1,0.5,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-22,004-1,1163300002,1,5.0,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-22,004-1,1163300002,2,5.0,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-22,004-1,1163300002,3,5.0,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-22,004-1,1163300002,4,5.0,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-22,004-1,1163300002,5,5.0,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-22,004-1,1163300002,6,5.0,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-22,004-1,1163300002,7,5.0,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-22,004-1,1163300002,8,5.0,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-22,004-1,1163300002,9,5.0,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-22,004-1,1163300002,10,5.0,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-22,004-1,1163300002,11,5.0,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-22,004-1,1163300002,12,5.0,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-22,004-1,1163300002,13,5.0,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-22,004-1,1163300002,14,5.0,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-22,004-1,1163300002,15,5.0,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-22,004-1,1163300002,16,5.0,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-22,004-1,1163300002,17,5.0,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-22,004-1,1163300002,18,5.0,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-22,004-1,1163300002,19,5.0,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-22,004-1,1163300002,20,5.0,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-22,004-1,1163300002,21,5.0,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-22,004-1,1163300002,22,5.0,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-22,004-1,1163300002,23,5.0,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-22,004-1,1163300002,24,5.0,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-22,004-1,1163300002,25,5.0,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-22,004-1,1163300002,26,5.0,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-22,004-1,1163300002,27,3.0,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-22,005-1,1070100040,1,5.5,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-22,005-1,1070100040,2,5.5,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-22,005-1,1070100040,3,5.5,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-22,005-1,1070100040,4,5.5,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-22,005-1,1070100040,5,5.5,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-22,005-1,1070100040,6,5.5,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-22,005-1,1070100040,7,5.5,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-22,005-1,1070100040,8,5.5,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-22,005-1,1070100040,9,5.5,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-22,005-1,1070100040,10,5.5,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-22,005-1,1070100040,11,5.0,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-22,005-1,1070100040,12,5.0,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-22,005-1,1070100040,13,4.0,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-22,007-1,3600224,1,0.5,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-22,008-1,3600224,1,4.75,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-22,008-1,3600224,2,4.75,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-22,008-1,3600224,3,4.75,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-22,008-1,3600224,4,4.75,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-22,008-1,3600224,5,4.75,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-22,008-1,3600224,6,4.75,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-22,008-1,3600224,7,4.75,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-22,008-1,3600224,8,4.75,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-22,008-1,3600224,9,4.75,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-22,008-1,3600224,10,4.75,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-22,008-1,3600224,11,4.75,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-22,008-1,3600224,12,4.75,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-22,008-1,3600224,13,4.75,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-22,008-1,3600224,14,4.75,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-22,008-1,3600224,15,4.75,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-22,008-1,3600224,16,4.75,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-22,008-1,3600224,17,4.75,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-22,008-1,3600224,18,4.75,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-22,008-1,3600224,19,4.75,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-22,008-1,3600224,20,2.0,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-22,008-1,3600224,21,1.0,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-22,025-1,1121000072,1,4.75,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-22,025-1,1121000072,2,4.75,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-22,025-1,1121000072,3,4.75,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-22,025-1,1121000072,4,4.75,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-22,025-1,1121000072,5,4.75,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-22,025-1,1121000072,6,4.75,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-22,025-1,1121000072,7,4.75,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-22,025-1,1121000072,8,4.75,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-22,025-1,1121000072,9,4.75,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-22,025-1,1121000072,10,4.75,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-22,025-1,1121000072,11,4.75,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-22,025-1,1121000072,12,4.75,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-23,003-1,97400024,1,0.5,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-23,004-1,97400024,1,5.0,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-23,004-1,97400024,2,5.5,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-23,004-1,97400024,3,5.0,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-23,004-1,97400024,4,5.5,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-23,004-1,97400024,5,5.5,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-23,004-1,97400024,6,5.5,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-23,004-1,97400024,7,5.0,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-23,004-1,97400024,8,5.5,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-23,004-1,97400024,9,5.5,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-23,004-1,97400024,10,5.5,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-23,004-1,97400024,11,5.5,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-23,004-1,97400024,12,5.5,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-23,004-1,97400024,13,5.5,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-23,004-1,97400024,14,5.0,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-23,004-1,97400024,15,5.0,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-23,004-1,97400024,16,5.0,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-23,004-1,97400024,17,2.5,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-23,007-1,17800016,1,0.5,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-23,008-1,17800016,1,5.0,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-23,008-1,17800016,2,5.5,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-23,008-1,17800016,3,5.0,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-23,008-1,17800016,4,5.5,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-23,008-1,17800016,5,5.5,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-23,008-1,17800016,6,5.5,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-23,008-1,17800016,7,5.5,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-23,008-1,17800016,8,5.5,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-23,008-1,17800016,9,5.5,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-23,008-1,17800016,10,5.0,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-23,008-1,17800016,11,5.5,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-23,008-1,17800016,12,5.5,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-23,008-1,17800016,13,5.5,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-23,008-1,17800016,14,5.5,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-23,008-1,17800016,15,5.5,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-23,008-1,17800016,16,5.5,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-23,008-1,17800016,17,5.5,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-23,008-1,17800016,18,5.5,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-23,008-1,17800016,19,5.5,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-23,008-1,17800016,20,5.5,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-23,008-1,17800016,21,5.0,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-23,008-1,17800016,22,5.5,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-23,008-1,17800016,23,5.5,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-23,008-1,17800016,24,5.5,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-23,008-1,17800016,25,5.5,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-23,008-1,17800016,26,5.5,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-23,008-1,17800016,27,5.5,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-23,008-1,17800016,28,5.5,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-23,008-1,17800016,29,5.5,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-23,008-1,17800016,30,5.5,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-23,008-1,17800016,31,5.5,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-23,008-1,17800016,32,5.5,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-23,025-1,900048,1,4.75,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-23,025-1,900048,2,4.75,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-23,025-1,900048,3,4.75,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-23,025-1,900048,4,4.75,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-23,025-1,900048,5,4.75,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-23,025-1,900048,6,4.75,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-23,025-1,900048,7,4.75,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-23,025-1,900048,8,4.75,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-23,025-1,900048,9,4.75,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-23,025-1,900048,10,4.75,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-23,025-1,900048,11,4.75,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-23,025-1,900048,12,4.75,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-23,025-1,900048,13,4.75,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-23,025-1,900048,14,4.75,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-23,025-1,900048,15,3.0,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-23,026-1,1125800021,1,4.75,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-23,026-1,1125800021,2,4.75,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
2026-01-23,026-1,1125800021,3,4.75,e62f0b7d-0188-4887-bf6c-6ab095b3d61f
